#x_m,y_m,w_tr_right_m,w_tr_left_m
-116.95857064482335,17.2579654090426,5,5
-117.12403591602049,17.72345673580674,5,5
-117.2888317161159,18.1892084130871,5,5
-117.45294779362663,18.655221636261967,5,5
-117.61637297756258,19.121496227172603,5,5
-117.77909239314775,19.588026490953606,5,5
-117.9410898750813,20.054804711589057,5,5
-118.10234919578551,20.521822946819007,5,5
-118.26285419470129,20.98907321427802,5,5
-118.42258878239326,21.45654749350805,5,5
-118.58153246833568,21.924240308176827,5,5
-118.73964626448145,22.392156849119175,5,5
-118.89688291494996,22.860307071198328,5,5
-119.05319415437637,23.32870150814356,5,5
-119.20853177431803,23.79735065907426,5,5
-119.36284762692517,24.266264987684277,5,5
-119.51609844265698,24.735455432318055,5,5
-119.66826146613226,25.204935081531076,5,5
-119.81932518014317,25.674718220938967,5,5
-119.96927969977492,26.144819327984266,5,5
-120.11811501289085,26.61525288967205,5,5
-120.26582097743005,27.086033406300473,5,5
-120.41239462343903,27.557173147492755,5,5
-120.55786505376463,28.028674493803262,5,5
-120.70228317259858,28.50053310152378,5,5
-120.8457036642356,28.97274345121334,5,5
-120.98818113096975,29.44530003879033,5,5
-121.12977010787495,29.918197373619215,5,5
-121.27052620202991,30.391428446950478,5,5
-121.41051019003791,30.86497919855384,5,5
-121.54978720092785,31.338829678993733,5,5
-121.68842326854589,31.812958761527817,5,5
-121.82648449830529,32.287345274734434,5,5
-121.96403706588646,32.76196800279161,5,5
-122.10114115755067,33.23680699284752,5,5
-122.23782760540864,33.711848594547405,5,5
-122.37409795436812,34.18708544303071,5,5
-122.50994773863133,34.662511436200425,5,5
-122.64537250662899,35.13812043576723,5,5
-122.78036782176744,35.61390626809737,5,5
-122.91492584055138,36.08986412018448,5,5
-123.04902108820988,36.56599633852609,5,5
-123.18260731180447,37.042313711804866,5,5
-123.31563376700666,37.51882883183877,5,5
-123.44804968197703,37.995554274019185,5,5
-123.57980425826534,38.472502596960275,5,5
-123.71084938890587,38.94968577058715,5,5
-123.84115197391591,39.42711258609986,5,5
-123.97069963934354,39.9047874542917,5,5
-124.0994846067995,40.382713799542486,5,5
-124.22749907044349,40.86089503216723,5,5
-124.35473519664956,41.33933454836118,5,5
-124.48118822139091,41.81803463441334,5,5
-124.60687207903214,42.29699093846977,5,5
-124.73183089231543,42.77618840663142,5,5
-124.85611574191682,43.25560950031928,5,5
-124.97977774956976,43.735236642850936,5,5
-125.10286807481964,44.21505222050571,5,5
-125.22543805544856,44.69503845196823,5,5
-125.34754003236674,45.175176632074646,5,5
-125.46922819876747,45.65544635398495,5,5
-125.59055720759142,46.13582678330144,5,5
-125.7115817376756,46.616297051411784,5,5
-125.83235648629604,47.09683625840428,5,5
-125.95293420133933,47.57742417005264,5,5
-126.07335235406852,48.058045936358205,5,5
-126.19361506581933,48.538698489521785,5,5
-126.31371847100526,49.019381563411585,5,5
-126.43365869995311,49.50009486715258,5,5
-126.553431879023,49.98083808504637,5,5
-126.6730324561691,50.461611375198,5,5
-126.79243872297725,50.94241968112616,5,5
-126.91158751598253,51.4232802657419,5,5
-127.03040556175941,51.9042133760823,5,5
-127.14881958204634,52.38523923362527,5,5
-127.26675629033892,52.86637803503727,5,5
-127.38414271077617,53.34764983021525,5,5
-127.50091034179246,53.82907293632099,5,5
-127.61700442176563,54.31066041024068,5,5
-127.73237358571915,54.79242398698622,5,5
-127.84696645554732,55.27437537786521,5,5
-127.96073163919354,55.756526270501354,5,5
-128.07361815558397,56.23888823236992,5,5
-128.18558948626685,56.72146952630614,5,5
-128.29666296212125,57.20426618480803,5,5
-128.40686945320627,57.687271144999876,5,5
-128.51623447359268,58.170478607466585,5,5
-128.62479257174857,58.653880572107326,5,5
-128.73257681602257,59.13746936297682,5,5
-128.83961918104268,59.62123853670897,5,5
-128.945956206588,60.10518448312085,5,5
-129.051625610359,60.58930432596865,5,5
-129.15666511323164,61.073595188391245,5,5
-129.26111241438147,61.55805417375802,5,5
-129.36500519595904,62.04267836491638,5,5
-129.46837259861235,62.52746721306457,5,5
-129.57120938052654,63.012429779369384,5,5
-129.6734992833548,63.49757819094635,5,5
-129.77522525830346,63.9829247769711,5,5
-129.87637019349734,64.4684818657885,5,5
-129.97691691080553,64.95426178666555,5,5
-130.0768421577331,65.44027745557426,5,5
-130.17609801147373,65.9265441855411,5,5
-130.2746272040538,66.41307819521109,5,5
-130.3723714576408,66.8998957986787,5,5
-130.46927236581644,67.38701332052561,5,5
-130.56527138675483,67.87444709726208,5,5
-130.6603113505887,68.36221253296503,5,5
-130.7543412418314,68.85032110924527,5,5
-130.8473126200429,69.33878262489804,5,5
-130.93917723876552,69.82760668250947,5,5
-131.02988673053994,70.31680288370997,5,5
-131.1193926039134,70.80638082935636,5,5
-131.207648902827,71.29634988741428,5,5
-131.29462077223138,71.78671845030622,5,5
-131.38027851597514,72.27749445724508,5,5
-131.46459298152843,72.76868579866999,5,5
-131.5475348773444,73.2603003758983,5,5
-131.62907476898923,73.75234610159725,5,5
-131.70918471886426,74.24483135690028,5,5
-131.78784363762998,74.73776649734573,5,5
-131.8650337492933,75.23116289701885,5,5
-131.94073754496804,75.72503211390529,5,5
-132.0149373053263,76.2193857609717,5,5
-132.08761509567594,76.7142355084537,5,5
-132.1587547217081,77.20959215500731,5,5
-132.2283482226096,77.70546254742264,5,5
-132.29639178945797,78.20185152607348,5,5
-132.36288207002696,78.69876368174573,5,5
-132.42781558899657,79.19620363094282,5,5
-132.49118874729487,79.69417601597712,5,5
-132.55300205588486,80.19268442771195,5,5
-132.61327418260436,80.69172783063406,5,5
-132.6720328030239,81.19130288916651,5,5
-132.72930681556042,81.69140594761774,5,5
-132.78512519773253,82.19203332091749,5,5
-132.83951700882125,82.69318129365216,5,5
-132.89250563893884,83.19484635569053,5,5
-132.94408994778473,83.69702597259626,5,5
-132.99425779569592,84.1997180228294,5,5
-133.04299577640677,84.70292039516062,5,5
-133.0902904304162,85.20663093820102,5,5
-133.1361282452394,85.71084745982448,5,5
-133.18049069710506,86.21556807151703,5,5
-133.2233382846061,86.72079230208293,5,5
-133.26462348142255,87.22652019661882,5,5
-133.30429793738418,87.73275181547974,5,5
-133.34231308898302,88.23948719108886,5,5
-133.378620158454,88.74672632733665,5,5
-133.4131670973597,89.25446799620147,5,5
-133.44585911639754,89.76271368230184,5,5
-133.4766497753918,90.27144903854355,5,5
-133.5054738402833,90.78066514406376,5,5
-133.53226199297023,91.29035404944372,5,5
-133.55694434433454,91.80050766234396,5,5
-133.5794451966245,92.3111169361169,5,5
-133.59967340733536,92.82217036780568,5,5
-133.61753395159178,93.33365580693129,5,5
-133.63293151038897,93.84556101062032,5,5
-133.64577047713865,94.35787364390569,5,5
-133.655959019406,94.8705813643867,5,5
-133.6634370363626,95.3836724097012,5,5
-133.6682036609975,95.89713618142301,5,5
-133.6702711593841,96.4109622948569,5,5
-133.66965177360737,96.92514030315218,5,5
-133.6663577233533,97.43965969569967,5,5
-133.66040172840007,97.95450999923486,5,5
-133.65179960807743,98.46968128500092,5,5
-133.64057111295054,98.98516433081069,5,5
-133.62673682570008,99.50095000764834,5,5
-133.61031737176518,100.01702912338003,5,5
-133.5913334211798,100.53339242153547,5,5
-133.56980628826466,101.0500298265094,5,5
-133.54576042276858,101.56692737502124,5,5
-133.5192230133614,102.08406783261988,5,5
-133.49022195930456,102.6014333069107,5,5
-133.4587854411411,103.11900578791307,5,5
-133.4249419177692,103.63676715071865,5,5
-133.38871471485174,104.15469912684311,5,5
-133.3501028386705,104.6727831952605,5,5
-133.30909284721102,105.19100065433571,5,5
-133.26566996981856,105.70933268848705,5,5
-133.2198195202706,106.22776037849643,5,5
-133.17147052598102,106.746266018073,5,5
-133.12063411110393,107.26482879360495,5,5
-133.06736933255246,107.78342773130949,5,5
-133.01170449260582,108.30204281884242,5,5
-132.95366820355525,108.82065394971197,5,5
-132.89328938275847,109.33924092802748,5,5
-132.83059571235924,109.85778365381871,5,5
-132.76560347383418,110.37626332017291,5,5
-132.69830978040335,110.89466331901002,5,5
-132.62870774876566,111.41296745162592,5,5
-132.55679058115527,111.9311594496362,5,5
-132.482551566982,112.44922297647368,5,5
-132.40598335254896,112.96714155546096,5,5
-132.32707473397645,113.48489824950121,5,5
-132.24581094006447,114.00247569068213,5,5
-132.1621766216445,114.51985638139546,5,5
-132.07615648644355,115.03702275906815,5,5
-131.98773530125044,115.55395719746265,5,5
-131.89689473174684,116.07064196893819,5,5
-131.80360197409672,116.58705910106661,5,5
-131.707816964666,117.1031904610912,5,5
-131.60949487984325,117.61901734035519,5,5
-131.50848242478392,118.13450676390266,5,5
-131.40485117366302,118.64965394293833,5,5
-131.2985730903808,119.16444243609143,5,5
-131.18965145969617,119.67886054869682,5,5
-131.0780966526149,120.19289761382315,5,5
-130.96391905898196,120.70654290684291,5,5
-130.84712908859075,121.21978564495598,5,5
-130.72773444378473,121.73261360655036,5,5
-130.60572567766977,122.24500581787137,5,5
-130.48107192608018,122.75693035361033,5,5
-130.3537383036799,123.26835311544292,5,5
-130.22369009490848,123.77923995190667,5,5
-130.0908927617218,124.28955666548933,5,5
-129.95531312656678,124.79926896939764,5,5
-129.81692390289714,125.30834229404276,5,5
-129.67570167983976,125.8167418813033,5,5
-129.53162374030552,126.32443292738702,5,5
-129.38466757126545,126.83138061145729,5,5
-129.2347621722584,127.33753654976984,5,5
-129.0818470729422,127.84285410134753,5,5
-128.9260474586373,128.3473413681349,5,5
-128.76740026888663,128.85098322850337,5,5
-128.60594265567136,129.3537645551566,5,5
-128.4417119791727,129.85567021810633,5,5
-128.2747457545015,130.35668503880655,5,5
-128.10508139207303,130.85679352290077,5,5
-127.9327560690922,131.3559797547756,5,5
-127.75780712235253,131.8542278128453,5,5
-127.5802721274865,132.35152186933806,5,5
-127.40018889014281,132.84784619455945,5,5
-127.21759182850035,133.34318311024873,5,5
-127.03249751603721,133.83750479887027,5,5
-126.84490987786853,134.3307763009498,5,5
-126.65483128095964,134.82296184740392,5,5
-126.46226443467378,135.31402595537958,5,5
-126.26721238717654,135.80393344064237,5,5
-126.06962633845862,136.29262329100277,5,5
-125.86946506512004,136.7800347842628,5,5
-125.66678157722825,137.2661551335658,5,5
-125.46155600049131,137.75093663437227,5,5
-125.25376886959288,138.23433195693792,5,5
-125.04340477267884,138.7162963991261,5,5
-124.83047691852761,139.19680299607143,5,5
-124.61504521562503,139.675853644179,5,5
-124.39717922999952,140.15345634859466,5,5
-124.17694840195267,140.62961921576215,5,5
-123.95442203685658,141.10435045130436,5,5
-123.72966526702571,141.57765774160734,5,5
-123.5027217707762,142.04954560170717,5,5
-123.27361622374357,142.52001570438532,5,5
-123.04236995186947,142.98906925360617,5,5
-122.8090041412818,143.45670747129265,5,5
-122.57353983908949,143.9229315959059,5,5
-122.33599695206699,144.3877415268459,5,5
-122.09639074849477,144.85113107594964,5,5
-121.85473427044828,145.3130911968397,5,5
-121.61104032114152,145.7736126624427,5,5
-121.36527353750353,146.2326514942925,5,5
-121.11746798626271,146.6902129436334,5,5
-120.86766700979338,147.1463076152276,5,5
-120.61588973879141,147.60092228869084,5,5
-120.36215644080335,148.05404318796357,5,5
-120.10648743954565,148.5056567558106,5,5
-119.84890310987613,148.95574965502823,5,5
-119.58942717087419,149.40431107302516,5,5
-119.32810720439599,149.85134705814528,5,5
-119.06502926527831,150.29689072129278,5,5
-118.80028732729184,150.7409808942653,5,5
-118.53397501787379,151.18365635798125,5,5
-118.26618560738842,151.62495583718692,5,5
-117.9970078121018,152.06491756741738,5,5
-117.72650717328914,152.50357737162585,5,5
-117.45472519374621,152.9409684786518,5,5
-117.18169859040347,153.3771234497847,5,5
-116.9074637862449,153.81207463681335,5,5
-116.63205691965865,154.24585418847067,5,5
-116.35550989233448,154.6784907242908,5,5
-116.0778354769568,155.10999680976846,5,5
-115.79903300422862,155.540373748719,5,5
-115.51909964003218,155.96962107331524,5,5
-115.23803249207491,156.39773831546404,5,5
-114.95582860969911,156.8247250055962,5,5
-114.67248573762433,157.2505809470624,5,5
-114.38800489038053,157.67530715772722,5,5
-114.10238865004678,158.09890525228934,5,5
-113.81563971611392,158.52137691262885,5,5
-113.52776071708644,158.9427238180343,5,5
-113.23875421078021,159.36294764428342,5,5
-112.94862676251708,159.78205346551744,5,5
-112.65740199288634,160.2000606418344,5,5
-112.36510926084254,160.61699337440598,5,5
-112.07177808114768,161.03287604588942,5,5
-111.77742268487837,161.4477174993403,5,5
-111.48208745595124,161.86155736663306,5,5
-111.18580419049741,162.27442499694607,5,5
-110.88860803265689,162.68636103694524,5,5
-110.59053507963299,163.0974090477389,5,5
-110.29162120708874,163.50761241541522,5,5
-109.99190208114332,163.9170143637055,5,5
-109.69141280264027,164.3256575435065,5,5
-109.390183952668,164.7335794801544,5,5
-109.08823488492423,165.14080485287155,5,5
-108.7855822313474,165.54735528451445,5,5
-108.48224252408417,165.95325235889035,5,5
-108.17823219858056,166.35851762362938,5,5
-107.8735671669927,166.76317204097984,5,5
-107.56825969559162,167.16723197344936,5,5
-107.26231467850204,167.57070439148342,5,5
-106.95573528251688,167.97359412392134,5,5
-106.64852462746701,168.37590601650982,5,5
-106.34068578645406,168.77764493158315,5,5
-106.0322219309621,169.17881571816898,5,5
-105.72313718090942,169.57942304020366,5,5
-105.41343730419567,169.97947124058328,5,5
-105.10312840858016,170.37896461320653,5,5
-104.79221656545528,170.77790747970727,5,5
-104.48070780993129,171.17630418901302,5,5
-104.16860794111327,171.57415885399794,5,5
-103.85592151000841,171.97147401882557,5,5
-103.54265129672783,172.3682499694326,5,5
-103.22879967912223,172.76448653327424,5,5
-102.91436900860724,173.16018357344672,5,5
-102.59936161008883,173.55534098822517,5,5
-102.28377897143335,173.94995801907982,5,5
-101.9676180337652,174.34403008501906,5,5
-101.65087015976701,174.73754790209512,5,5
-101.33352553920224,175.13050124213822,5,5
-101.01557434553288,175.52287991926727,5,5
-100.69700673594211,175.914673789519,5,5
-100.37781235504502,176.3058722484734,5,5
-100.05797823099478,176.69646210292143,5,5
-99.73748860684752,177.08642739988628,5,5
-99.41632716177394,177.47575167293738,5,5
-99.09447756554972,177.86441850263958,5,5
-98.77192347863897,178.2524115162522,5,5
-98.44864859623505,178.6397145087459,5,5
-98.12463682029825,179.02631192352118,5,5
-97.79987224150017,179.41218880898973,5,5
-97.4743389702316,179.79733035685592,5,5
-97.14802109711573,180.18172179313555,5,5
-96.8209026925457,180.56534837727082,5,5
-96.4929676536859,180.94819528842797,5,5
-96.16419911919172,181.330247191478,5,5
-95.83457959216592,181.71148832735722,5,5
-95.50409143515817,182.09190287843455,5,5
-95.172716980221,182.4714750493548,5,5
-94.8404385279332,182.85018906567842,5,5
-94.50724052074729,183.22803092988624,5,5
-94.17311751534592,183.6049948644308,5,5
-93.83807154943591,183.98108118402425,5,5
-93.50210591597542,184.3562912636348,5,5
-93.16522386561263,184.73062648931392,5,5
-92.82742860672144,185.10408825771054,5,5
-92.48872741926874,185.47668158231352,5,5
-92.14914628866279,185.84842792371586,5,5
-91.80872364745359,186.21935970309292,5,5
-91.46749991601206,186.58951113221636,5,5
-91.12551547319173,186.9589164338752,5,5
-90.78281065651645,187.32760984166194,5,5
-90.4394271694046,187.6956268802808,5,5
-90.0954129605775,188.063008806538,5,5
-89.75081972064189,188.42980033097314,5,5
-89.40569967771391,188.7960467015871,5,5
-89.06010502224922,189.16179318014343,5,5
-88.71408790512635,189.52708504020904,5,5
-88.36769767964837,189.89196523266702,5,5
-88.02097157586547,190.25646649307163,5,5
-87.67394020616396,190.62061600007786,5,5
-87.3266332256971,190.9844401655001,5,5
-86.97908025376996,191.3479654137035,5,5
-86.6313108732741,191.7112181807766,5,5
-86.28335043066585,192.07422117114993,5,5
-85.93520610876068,192.43698094520494,5,5
-85.58687608441272,192.79949607975172,5,5
-85.23835736333997,193.1617641499314,5,5
-84.88964693042861,193.5237827539932,5,5
-84.54074174981923,193.8855495130124,5,5
-84.19163691832848,194.24706057355078,5,5
-83.84231964429507,194.60830572579056,5,5
-83.49277355219692,194.9692718924303,5,5
-83.142981836683,195.32994568509918,5,5
-82.79292767457363,195.69031373798092,5,5
-82.44259422418916,196.0503627068991,5,5
-82.09196411943117,196.41007914048123,5,5
-81.7410178432477,196.76944906605942,5,5
-81.38973496529894,197.12845830007757,5,5
-81.03809493612484,197.4870926474161,5,5
-80.68607717685721,197.8453379229052,5,5
-80.33366107738236,198.20317994966143,5,5
-79.98082639444436,198.56060478494953,5,5
-79.62755451890098,198.9175994405618,5,5
-79.27382744840936,199.27415129886916,5,5
-78.91962720042366,199.63024777846968,5,5
-78.56493575289039,199.98587629989655,5,5
-78.20973504264231,200.3410242841311,5,5
-77.8540098552741,200.69568151251323,5,5
-77.49775690881665,201.04984754547115,5,5
-77.14097714322952,201.40352542648077,5,5
-76.78367178712938,201.7567184698963,5,5
-76.42584203950544,202.1094300008353,5,5
-76.0674890697943,202.46166335505512,5,5
-75.70861543306518,202.81342285959064,5,5
-75.34922947312673,203.16471688506047,5,5
-74.9893414074575,203.5155551333294,5,5
-74.62896154592497,203.86594740300103,5,5
-74.26810018339914,204.21590351476274,5,5
-73.90676759982372,204.56543331120298,5,5
-73.54497210347016,204.91454419068114,5,5
-73.18271401477672,205.26323352462424,5,5
-72.81999129738745,205.6114957519322,5,5
-72.45680182179241,205.95932523117426,5,5
-72.09314344538667,206.30671634134873,5,5
-71.72901401254204,206.6536634818414,5,5
-71.36440929821545,207.00015876519933,5,5
-70.99931661210749,207.34618482722917,5,5
-70.6337260751781,207.69172669905785,5,5
-70.26762538505061,208.0367671391893,5,5
-69.90100222583284,208.3812889247246,5,5
-69.53384424643257,208.7252748397544,5,5
-69.16613828299195,209.06870725321238,5,5
-68.797868368352,209.41156703696822,5,5
-68.4290178281538,209.7538347005479,5,5
-68.05956996484801,210.09549076185445,5,5
-67.68950805755291,210.43651574672327,5,5
-67.31881541781847,210.7768902873267,5,5
-66.94747633569038,211.1165967959884,5,5
-66.57547815179586,211.455623133905,5,5
-66.2028089168505,211.79395847839112,5,5
-65.82945664216133,212.1315919980912,5,5
-65.45540929880254,212.46851285192307,5,5
-65.08065493483473,212.8047102389621,5,5
-64.70518303402022,213.14017398451216,5,5
-64.32898704904441,213.47489563698076,5,5
-63.952061366658576,213.80886716149595,5,5
-63.57440034874468,214.14208052618554,5,5
-63.195998332184466,214.47452770172097,5,5
-62.81684978558953,214.80620044072606,5,5
-62.43695070180192,215.13708833417115,5,5
-62.0563007710014,215.46717583249188,5,5
-61.674900589700734,215.79644622244132,5,5
-61.292750792177685,216.12488285449015,5,5
-60.909852050329434,216.45246914547533,5,5
-60.52620550328679,216.7791889240513,5,5
-60.141815882541486,217.10502892692062,5,5
-59.75669543126877,217.42998193142802,5,5
-59.37085817676322,217.75404219243302,5,5
-58.98431819423912,218.07720406124196,5,5
-58.59708960354857,218.39946198663176,5,5
-58.2091863681189,218.72081048549543,5,5
-57.82062105038078,219.04124395145857,5,5
-57.4314035629305,219.36075645476447,5,5
-57.04154322996955,219.6793420522684,5,5
-56.65104939657676,219.99699488104545,5,5
-56.25993142713506,220.31370915904606,5,5
-55.8681971621688,220.629477473023,5,5
-55.47584423469689,220.94428113176394,5,5
-55.082853136236125,221.2580824607376,5,5
-54.6892005468907,221.57083961030594,5,5
-54.29486319771135,221.88251084796286,5,5
-53.89981787295336,222.19305456197537,5,5
-53.5040401537218,222.50242738785346,5,5
-53.10749783635772,222.8105743916236,5,5
-52.710146643640684,223.1174226736677,5,5
-52.31193970099188,223.42289550204137,5,5
-51.912830241424146,223.7269163471928,5,5
-51.51277160935104,224.02940888776948,5,5
-51.11171855324294,224.330298416173,5,5
-50.70963363209913,224.6295187885907,5,5
-50.30649082200368,224.92701634158294,5,5
-49.90226664694754,225.22274025631208,5,5
-49.49693768355403,225.51663985132387,5,5
-49.09048056168412,225.80866458338545,5,5
-48.68287664757443,226.0987709444773,5,5
-48.27413481038687,226.38695599161926,5,5
-47.8643033577412,226.67327492193994,5,5
-47.4534391625033,226.9577956025418,5,5
-47.0415989602445,227.24058575265002,5,5
-46.62883935026066,227.52171294439393,5,5
-46.21521809990288,227.80124714909292,5,5
-45.80080048139681,228.079273111938,5,5
-45.38566269925741,228.35589704583577,5,5
-44.96988324759693,228.63122975085867,5,5
-44.553540447546226,228.90538180528728,5,5
-44.13671244578602,229.17846356309013,5,5
-43.71947565866758,229.450583485273,5,5
-43.30189707733941,229.72183989435035,5,5
-42.88402951168506,229.99231586706924,5,5
-42.46592250169424,230.26209092685633,5,5
-42.04762546840709,230.5312444195657,5,5
-41.62918771612436,230.7998555165708,5,5
-41.21065607551829,231.06800041939482,5,5
-40.79206264483205,231.33573781612148,5,5
-40.37341548537963,231.60309783391392,5,5
-39.95471716177263,231.8701040278848,5,5
-39.53597022277078,232.13677988579474,5,5
-39.11717720202899,232.40314883302256,5,5
-38.69833976790839,232.66923354956185,5,5
-38.27945389843393,232.9350520718972,5,5
-37.86050516345006,233.2006139772364,5,5
-37.4414767065107,233.46592683874104,5,5
-37.022351666198325,233.73099819036392,5,5
-36.603113169944834,233.99583552957733,5,5
-36.1837445330312,234.26044652493863,5,5
-35.764230587668735,234.5248403519884,5,5
-35.34455936734182,234.78902938400688,5,5
-34.92471964315988,235.05302674099383,5,5
-34.50470015225328,235.31684552738,5,5
-34.08448959407374,235.58049883636804,5,5
-33.66407671307221,235.84399949811848,5,5
-33.2434509775248,236.10735806486812,5,5
-32.822603664266005,236.37057961218937,5,5
-32.40152646324085,236.63366789111598,5,5
-31.98021103049826,236.89662665137425,5,5
-31.558648986747706,237.15945964197007,5,5
-31.136831983975668,237.4221705510672,5,5
-30.714752384645575,237.68476240047184,5,5
-30.29240455064567,237.94723640136962,5,5
-29.869783314768508,238.20959332227145,5,5
-29.446883485370716,238.47183393086968,5,5
-29.023699845971706,238.73395899400964,5,5
-28.600227502365357,238.99596982317223,5,5
-28.17646632193205,239.25787524342272,5,5
-27.75243036480105,239.5197063975024,5,5
