#x_m,y_m,w_tr_right_m,w_tr_left_m
-66.96243671592102,127.12978764199585,2,2
-66.85990302743414,127.64397621713731,2,2
-66.75597744935423,128.15780347410882,2,2
-66.65071093292107,128.67126267524324,2,2
-66.54415408958381,129.18435472735902,2,2
-66.43638667993365,129.69708967960275,2,2
-66.32745800045402,130.20946916479954,2,2
-66.21741221874625,130.72149441625686,2,2
-66.10624610525609,131.23316322129733,2,2
-65.99386436641203,131.7444666846945,2,2
-65.8801516405288,132.255394391605,2,2
-65.76499248576063,132.7659358428396,2,2
-65.64827134329477,133.27608045006227,2,2
-65.52987696759524,133.78581724942993,2,2
-65.40972329858067,134.29513358232134,2,2
-65.28775107035061,134.80401502320194,2,2
-65.16390591686294,135.31244677379948,2,2
-65.03813339611352,135.8204139772746,2,2
-64.91037898516998,136.32790171605558,2,2
-64.78059127700132,136.83489566140963,2,2
-64.64873385184299,137.34138448940524,2,2
-64.51477904539588,137.84735861335292,2,2
-64.37870021205973,138.3528086083779,2,2
-64.24047059870483,138.85772498092447,2,2
-64.10004497717638,139.3620935902453,2,2
-63.95733106778628,139.86589268151158,2,2
-63.81235402919373,140.3691442852843,2,2
-63.665058606929335,140.87185369498124,2,2
-63.515388945196484,141.37402605252925,2,2
-63.36328855680719,141.8756663484927,2,2
-63.208700081381146,142.37677791108058,2,2
-63.051563911952414,142.87735254364054,2,2
-62.891817449962566,143.37736357511238,2,2
-62.72939729329862,143.87678038380614,2,2
-62.564239790747095,144.3755722313735,2,2
-62.39628103704125,144.87370825955213,2,2
-62.22545849491037,145.37115505384426,2,2
-62.05171802369689,145.8678662392963,2,2
-61.875013045648544,146.3637843008605,2,2
-61.6952985740533,146.85884979840472,2,2
-61.51253002588402,147.35300322464133,2,2
-61.3266632411243,147.84618502921728,2,2
-61.13766255651635,148.33833752354016,2,2
-60.94552899507628,148.82941153940436,2,2
-60.75019449728502,149.3193295777421,2,2
-60.55169650297683,149.80805006820322,2,2
-60.35012286728849,150.29555328798284,2,2
-60.14549608828604,150.78179618145853,2,2
-59.93786221163796,151.2667462489506,2,2
-59.727314029371726,151.75039184022873,2,2
-59.51395491794287,152.23272609481762,2,2
-59.29788876097941,152.71374249437977,2,2
-59.079219892999674,153.19343486679116,2,2
-58.85805117804798,153.6717968436039,2,2
-58.63447537331342,154.14881936260701,2,2
-58.408575052333035,154.62449066999852,2,2
-58.18043127214247,155.0987988844132,2,2
-57.9501254051844,155.5717325537077,2,2
-57.717739088207416,156.04328066158084,2,2
-57.48334154054751,156.51342714936257,2,2
-57.246943892794135,156.98213110487106,2,2
-57.008527579841754,157.44933908550354,2,2
-56.76807129792662,157.9149968367968,2,2
-56.52549470151413,158.37900330373336,2,2
-56.280807381301535,158.84132689167998,2,2
-56.034026313389944,159.3019458905501,2,2
-55.78515631093235,159.76083418629975,2,2
-55.53420630011798,160.21797020825358,2,2
-55.281185310088574,160.67333270108048,2,2
-55.026102469745595,161.12690072656423,2,2
-54.768965816777836,161.5786538343154,2,2
-54.50977533459074,162.02857301169507,2,2
-54.2485188753538,162.47664113258404,2,2
-53.98518174309281,162.92284150281955,2,2
-53.71974922161537,163.36715749190736,2,2
-53.452206572575584,163.80957252913822,2,2
-53.182543989216235,164.25007438289896,2,2
-52.910777578438925,164.6886732942076,2,2
-52.636947439850445,165.12540031516852,2,2
-52.36109754629081,165.56028991759263,2,2
-52.08327133538198,165.99337617903404,2,2
-51.803511726975955,166.42469279409875,2,2
-51.52186611697536,166.85427648327783,2,2
-51.23840456172351,167.28217942461816,2,2
-50.95321102608695,167.70846328777122,2,2
-50.66637100164969,168.1331907859629,2,2
-50.37796943478663,168.5564242600171,2,2
-50.08809074929449,168.9782256931243,2,2
-49.796822178454846,169.39865807150835,2,2
-49.50426486615014,169.81778994802917,2,2
-49.210525663092376,170.235692137784,2,2
-48.91571157413336,170.65243547099922,2,2
-48.61992918357962,171.06809055800665,2,2
-48.323284656335986,171.4827277890206,2,2
-48.025877769623165,171.89641530414391,2,2
-47.72777498554046,172.3092015895026,2,2
-47.429051244156526,172.72115300185024,2,2
-47.129776156082556,173.1323299774574,2,2
-46.8300159999988,173.54278880649136,2,2
-46.529836061572226,173.95258504239018,2,2
-46.229289389989674,174.3617649584919,2,2
-45.9283942138726,174.77034838998304,2,2
-45.627160404300554,175.1783488484371,2,2
-45.32559776162937,175.58577981863976,2,2
-45.02371601690487,175.99265475919825,2,2
-44.721524071216024,176.39898671137024,2,2
-44.41902346921347,176.80478494225503,2,2
-44.11619901797553,177.21005011583915,2,2
-43.81303161840789,177.6147808863648,2,2
-43.50950216437465,178.0189759033304,2,2
-43.205591539090875,178.42263381027752,2,2
-42.90128065633519,178.82575333644758,2,2
-42.59655075136436,179.22833390722045,2,2
-42.291383687035136,179.63037629142826,2,2
-41.98576143955641,180.0318815503365,2,2
-41.67966594438485,180.43285072666635,2,2
-41.37307909217907,180.83328484393078,2,2
-41.065982748154426,181.23318485374642,2,2
-40.75835888083723,181.63255133978421,2,2
-40.450189664669274,182.03138428529576,2,2
-40.141457271639695,182.42968352897574,2,2
-39.832143808678474,182.82744889532478,2,2
-39.522231313736846,183.22468019375293,2,2
-39.21170195988583,183.62137694878805,2,2
-38.90053912602901,184.01753701752966,2,2
-38.58872804072779,184.4131557843403,2,2
-38.27625429423897,184.80822810069043,2,2
-37.96310341833682,185.20274882685393,2,2
-37.64926088452731,185.59671283060544,2,2
-37.33471252868779,185.99011476503478,2,2
-37.01944659155023,186.38294801596368,2,2
-36.70345458207134,186.7752042790528,2,2
-36.38672868808277,187.16687491605325,2,2
-36.069261069216694,187.55795132214658,2,2
-35.751043856743955,187.94842492547838,2,2
-35.43206998904653,188.3382876218712,2,2
-35.11233696280844,188.72753372860177,2,2
-34.791847796183056,189.11616048801375,2,2
-34.4706066480042,189.50416578722684,2,2
-34.148617664057866,189.891547557336,2,2
-33.82588497669683,190.27830377310914,2,2
-33.50241285234932,190.66443261764095,2,2
-33.17820631942509,191.04993318275672,2,2
-32.8532712349945,191.43480554340897,2,2
-32.52761361039196,191.81905000534468,2,2
-32.20123944019562,192.2026669143526,2,2
-31.874154701857332,192.58565665584453,2,2
-31.54636525827514,192.96801960985735,2,2
-31.217876464360998,193.34975597016245,2,2
-30.888693175485606,193.730865747357,2,2
-30.558820134080484,194.11134894591612,2,2
-30.228262063172508,194.49120560679322,2,2
-29.897023666135855,194.87043580700941,2,2
-29.565109396480153,195.24903951931933,2,2
-29.2325225624405,195.62701606697635,2,2
-28.899265453220323,196.00436419980366,2,2
-28.565340148499303,196.3810825861974,2,2
-28.230748705836803,196.75716992680847,2,2
-27.89549316055505,197.13262495414352,2,2
-27.559575643841896,197.5074464984421,2,2
-27.222998827244112,197.8816337367343,2,2
-26.88576581345545,198.25518613163098,2,2
-26.54787976539076,198.62810322321343,2,2
-26.209343824402524,199.00038458286156,2,2
-25.870161110156065,199.37202981285577,2,2
-25.530334775702066,199.74303863173046,2,2
-25.189868208508727,200.1134111864497,2,2
-24.84876496132555,200.4831479451076,2,2
-24.507028596105208,200.85224945429042,2,2
-24.164662651453497,201.22071628825165,2,2
-23.821670642549122,201.5885490485077,2,2
-23.4780563072278,201.95574861332932,2,2
-23.133824480773455,202.3223170255181,2,2
-22.78898072705981,202.6882571176913,2,2
-22.443530708761614,203.05357187263195,2,2
-22.097480063727282,203.4182642974463,2,2
-21.75083440492567,203.782337423166,2,2
-21.403599432357588,204.14579442415288,2,2
-21.055781322605437,204.50863903461777,2,2
-20.707386537103467,204.87087534320466,2,2
-20.358421560525205,205.23250751274347,2,2
-20.0088928525265,205.5935397282712,2,2
-19.658806847717788,205.95397619665343,2,2
-19.308169789114256,206.31382098702042,2,2
-18.95698716090474,206.67307748829035,2,2
-18.605264003408696,207.03174870998876,2,2
-18.253005271562323,207.3898376246352,2,2
-17.90021589656945,207.74734722632712,2,2
-17.54690078589387,208.10428053038248,2,2
-17.193064170443545,208.4606399181626,2,2
-16.838707415074513,208.8164249405372,2,2
-16.483830351156108,209.17163365428038,2,2
-16.1284325799115,209.52626392910156,2,2
-15.772513681580042,209.88031365709972,2,2
-15.416073215430682,210.23378075242294,2,2
-15.059111357716507,210.58666382822946,2,2
-14.701631011496568,210.9389644363815,2,2
-14.343636423917498,211.29068559912525,2,2
-13.985131995779382,211.64183054486307,2,2
-13.626122103912492,211.9924025192026,2,2
-13.266611101234336,212.3424047846484,2,2
-12.906604173474364,212.6918414894655,2,2
-12.546110139973955,213.0407205091605,2,2
-12.18513950819407,213.38905147235198,2,2
-11.82370296897518,213.7368442337658,2,2
-11.461811187905305,214.08410866220416,2,2
-11.099474805397458,214.4308546402726,2,2
-10.73670429659183,214.77709244186454,2,2
-10.373509516211483,215.12283395223028,2,2
-10.00990002456445,215.4680917715905,2,2
-9.64588532042388,215.81287858481073,2,2
-9.281474871585305,216.15720708058606,2,2
-8.916678115441687,216.5010899518021,2,2
-8.55150407516506,216.84454016399468,2,2
-8.18596012469621,217.18757181380272,2,2
-7.820052917766194,217.53019947238948,2,2
-7.453788998688593,217.87243775901794,2,2
-7.087174876328573,218.21430129127427,2,2
-6.720217024965658,218.55580468645513,2,2
-6.352921858268789,218.8969623608678,2,2
-5.98529564546559,219.23778788835926,2,2
-5.6173445801897035,219.57829450673145,2,2
-5.249074822520004,219.91849542741215,2,2
-4.880492504213329,220.25840387063198,2,2
-4.511603729395808,220.5980330664528,2,2
-4.14241430009951,220.93739649348478,2,2
-3.772928843709175,221.27650863192022,2,2
-3.403151513373122,221.61538435487972,2,2
-3.033086390007975,221.95403858239254,2,2
-2.662737523483358,222.2924862482834,2,2
-2.292108933319046,222.6307423021165,2,2
-1.9212046676446455,222.96882052161135,2,2
-1.5500289911766199,223.3067297715093,2,2
-1.1785862394060982,223.64447713600882,2,2
-0.8068807393512399,223.98206957427428,2,2
-0.43491680268847543,224.31951406608712,2,2
-0.06269872596598604,224.65681761191811,2,2
0.30976768153334583,224.9939876018684,2,2
0.6824703207804659,225.33103297010248,2,2
1.0553949527565711,225.667963194334,2,2
1.4285271917908915,226.0047878143052,2,2
1.8018526467109353,226.34151639709629,2,2
2.1753569219561077,226.67815853623512,2,2
2.5490313508759104,227.0147165989034,2,2
2.922890724455479,227.35116329608897,2,2
3.2969570629414,227.68746221158028,2,2
3.671252721712211,228.023576524545,2,2
4.045800069440305,228.35946941785804,2,2
4.420621484504767,228.69510408379878,2,2
4.795749261141906,229.03043110113555,2,2
5.171255879984439,229.36534985993092,2,2
5.547226047162108,229.69974432904968,2,2
5.923744861235605,230.03349788275463,2,2
6.300894002358552,230.36649800064617,2,2
6.678756886585285,230.69863024725746,2,2
7.057417380663957,231.02978023137862,2,2
7.436961213855327,231.35983334703087,2,2
7.817474520479693,231.68867502730143,2,2
8.199043346778708,232.01619084829434,2,2
8.581753642770584,232.34226653964905,2,2
8.965691500009621,232.6667873936849,2,2
9.350948238172244,232.9896258397594,2,2
9.737632194740298,233.31061255367646,2,2
10.125855682885096,233.62956829808343,2,2
10.515730746286707,233.94631425704645,2,2
10.907369134340122,234.26067207539202,2,2
11.300880577999296,234.57246569446036,2,2
11.696348653513272,234.88154685887253,2,2
12.093780129783985,235.18784868046674,2,2
12.493163069865659,235.49132422811414,2,2
12.894485404135573,235.79192692067545,2,2
13.297734933248435,236.08961053580975,2,2
13.702897398080609,236.38433234250732,2,2
14.109933385867205,236.67609043488565,2,2
14.518733097164546,236.96499684345673,2,2
14.929169875194056,237.25119103606187,2,2
15.341117341199297,237.53481223361305,2,2
15.75444940714708,237.81599939553087,2,2
16.169039866401988,238.09489256416174,2,2
16.584757534382746,238.37164850252222,2,2
17.001456770698386,238.64647126723153,2,2
17.41898872735448,238.91957599938112,2,2
17.837204989228685,239.19117724884285,2,2
18.255957581826245,239.4614889625181,2,2
18.675100026615034,239.73072323919297,2,2
19.09450072088619,239.99907457871214,2,2
19.514071260517664,240.266686517195,2,2
19.93373401926959,240.5336897886991,2,2
20.353411615922084,240.80021472246855,2,2
20.773026907399558,241.06639125398445,2,2
21.192504731357875,241.33234640072487,2,2
21.611804266283976,241.59815736512368,2,2
22.030998751302114,241.8637359891746,2,2
22.45018958793638,242.12895322366975,2,2
22.869477947725183,242.39368027821737,2,2
23.28896480721542,242.65778857632077,2,2
23.708750888943065,242.9211498835572,2,2
24.128927095684237,243.18365394764908,2,2
24.54954977785483,243.44525386030566,2,2
24.970657425393252,243.70593706875195,2,2
25.39229204666913,243.96568324349977,2,2
25.814495842010615,244.2244716736761,2,2
26.237311137919594,244.48228143747568,2,2
26.660753769685265,244.739133517516,2,2
27.084733399499388,244.99521682218867,2,2
27.50912933578514,245.2507683153949,2,2
27.933819508144612,245.5060272174134,2,2
28.358681756420545,245.76123298418364,2,2
28.7835937829807,246.01662540046448,2,2
29.20844143511578,246.27242666903646,2,2
29.633144166080978,246.52878636666847,2,2
30.057632944395934,246.78582916590466,2,2
30.481839540428677,247.0436779829124,2,2
30.905695564927594,247.3024560512469,2,2
31.329132458526086,247.56228694044847,2,2
31.75210272046631,247.823257746114,2,2
32.17464644122479,248.0853037161447,2,2
32.5968387470321,248.34829936862906,2,2
33.01875860769387,248.6121125751022,2,2
33.44048519285299,248.87661087818353,2,2
33.86209787002444,249.14166149453578,2,2
34.283678922168896,249.40713232053326,2,2
34.70532222593524,249.67289514250638,2,2
35.127126883129044,249.9388232916378,2,2
35.549192870562216,250.20478999515646,2,2
35.971620492654964,250.470668119705,2,2
36.39451041549094,250.73633012801872,2,2
36.817945321081375,251.00167560846612,2,2
37.241930458810565,251.26672045948317,2,2
37.66643552960904,251.5315340481574,2,2
38.09142583207912,251.79619248733513,2,2
38.51686657147392,252.06077217643158,2,2
38.94272285181562,252.3253498185735,2,2
